[2025-03-17 16:54:19] Balance: 1475.20 | Win: false
[2025-03-17 17:05:29] Balance: 331.20 | Win: false
[2025-03-17 17:05:30] Balance: 330.20 | Win: false
[2025-03-17 17:05:30] Balance: 329.20 | Win: false
[2025-03-17 17:05:31] Balance: 328.20 | Win: false
[2025-03-17 17:05:31] Balance: 327.20 | Win: false
[2025-03-17 17:05:32] Balance: 326.20 | Win: false
[2025-03-17 17:05:32] Balance: 325.20 | Win: false
[2025-03-17 17:05:33] Balance: 324.20 | Win: false
[2025-03-17 17:05:33] Balance: 323.20 | Win: false
[2025-03-17 17:05:33] Balance: 322.20 | Win: false
[2025-03-17 17:05:34] Balance: 321.20 | Win: false
[2025-03-17 17:05:34] Balance: 320.20 | Win: false
[2025-03-17 17:05:34] Balance: 319.20 | Win: false
[2025-03-17 17:05:35] Balance: 318.20 | Win: false
[2025-03-17 17:05:35] Balance: 317.20 | Win: false
[2025-03-17 17:05:36] Balance: 316.20 | Win: false
[2025-03-17 17:05:36] Balance: 315.20 | Win: false
[2025-03-17 17:05:36] Balance: 314.20 | Win: false
[2025-03-17 17:05:37] Balance: 313.20 | Win: false
[2025-03-17 17:05:37] Balance: 312.20 | Win: false
[2025-03-17 17:05:38] Balance: 311.20 | Win: false
[2025-03-17 17:05:38] Balance: 310.20 | Win: false
[2025-03-17 17:05:38] Balance: 309.20 | Win: false
[2025-03-17 17:05:39] Balance: 308.20 | Win: false
[2025-03-17 17:05:39] Balance: 307.20 | Win: false
[2025-03-17 17:05:40] Balance: 306.20 | Win: false
[2025-03-17 17:05:40] Balance: 305.20 | Win: false
[2025-03-17 17:05:40] Balance: 304.20 | Win: false
[2025-03-17 17:05:41] Balance: 303.20 | Win: false
[2025-03-17 17:05:41] Balance: 302.20 | Win: false
[2025-03-17 17:05:41] Balance: 301.20 | Win: false
[2025-03-17 17:05:42] Balance: 300.20 | Win: false
[2025-03-17 17:05:42] Balance: 299.20 | Win: false
[2025-03-17 17:05:42] Balance: 298.20 | Win: false
[2025-03-17 17:05:43] Balance: 297.20 | Win: false
[2025-03-17 17:05:43] Balance: 296.20 | Win: false
[2025-03-17 17:05:44] Balance: 295.20 | Win: false
[2025-03-17 17:05:44] Balance: 294.20 | Win: false
[2025-03-17 17:05:57] Balance: 293.20 | Win: false
[2025-03-17 17:05:57] Balance: 292.20 | Win: false
[2025-03-17 17:05:58] Balance: 291.20 | Win: false
[2025-03-17 17:05:58] Balance: 290.20 | Win: false
[2025-03-17 17:05:58] Balance: 289.20 | Win: false
[2025-03-17 17:05:59] Balance: 288.20 | Win: false
[2025-03-17 17:05:59] Balance: 287.20 | Win: false
[2025-03-17 17:05:59] Balance: 286.20 | Win: false
[2025-03-17 17:06:00] Balance: 285.20 | Win: false
[2025-03-17 17:06:00] Balance: 284.20 | Win: false
[2025-03-17 17:06:01] Balance: 283.20 | Win: false
[2025-03-17 17:06:01] Balance: 282.20 | Win: false
[2025-03-17 17:06:01] Balance: 281.20 | Win: false
[2025-03-17 17:06:02] Balance: 280.20 | Win: false
[2025-03-17 17:06:02] Balance: 279.20 | Win: false
[2025-03-17 17:06:03] Balance: 278.20 | Win: false
[2025-03-17 17:06:03] Balance: 277.20 | Win: false
[2025-03-17 17:06:04] Balance: 276.20 | Win: false
[2025-03-17 17:06:04] Balance: 275.20 | Win: false
[2025-03-17 17:06:04] Balance: 274.20 | Win: false
[2025-03-17 17:06:05] Balance: 273.20 | Win: false
[2025-03-17 17:06:05] Balance: 272.20 | Win: false
[2025-03-17 17:06:05] Balance: 271.20 | Win: false
[2025-03-17 17:06:06] Balance: 270.20 | Win: false
[2025-03-17 17:06:06] Balance: 269.20 | Win: false
[2025-03-17 17:06:07] Balance: 268.20 | Win: false
[2025-03-17 17:06:07] Balance: 267.20 | Win: false
[2025-03-17 17:06:07] Balance: 266.20 | Win: false
[2025-03-17 17:06:08] Balance: 265.20 | Win: false
[2025-03-17 17:06:08] Balance: 264.20 | Win: false
[2025-03-17 17:06:09] Balance: 263.20 | Win: false
[2025-03-17 17:06:09] Balance: 262.20 | Win: false
[2025-03-17 17:06:09] Balance: 261.20 | Win: false
[2025-03-17 17:06:10] Balance: 260.20 | Win: false
[2025-03-17 17:06:10] Balance: 259.20 | Win: false
[2025-03-17 17:06:11] Balance: 258.20 | Win: false
[2025-03-17 17:06:11] Balance: 257.20 | Win: false
[2025-03-17 17:06:11] Balance: 256.20 | Win: false
[2025-03-17 17:06:12] Balance: 255.20 | Win: false
[2025-03-17 17:06:12] Balance: 254.20 | Win: false
[2025-03-17 17:06:12] Balance: 253.20 | Win: false
[2025-03-17 17:06:13] Balance: 252.20 | Win: false
[2025-03-17 17:06:13] Balance: 251.20 | Win: false
[2025-03-17 17:06:14] Balance: 250.20 | Win: false
[2025-03-17 17:06:14] Balance: 249.20 | Win: false
[2025-03-17 17:06:15] Balance: 248.20 | Win: false
[2025-03-17 17:06:15] Balance: 247.20 | Win: false
[2025-03-17 17:06:15] Balance: 246.20 | Win: false
[2025-03-17 17:06:16] Balance: 245.20 | Win: false
[2025-03-17 17:06:16] Balance: 244.20 | Win: false
[2025-03-17 17:06:16] Balance: 243.20 | Win: false
[2025-03-17 17:06:17] Balance: 242.20 | Win: false
[2025-03-17 17:06:17] Balance: 340.20 | Win: true
[2025-03-17 17:06:18] Balance: 339.20 | Win: false
[2025-03-17 17:06:18] Balance: 338.20 | Win: false
[2025-03-17 17:06:18] Balance: 337.20 | Win: false
[2025-03-17 17:06:19] Balance: 336.20 | Win: false
[2025-03-17 17:06:19] Balance: 335.20 | Win: false
[2025-03-17 17:06:20] Balance: 334.20 | Win: false
[2025-03-17 17:06:20] Balance: 333.20 | Win: false
[2025-03-17 17:06:21] Balance: 332.20 | Win: false
[2025-03-17 17:06:21] Balance: 331.20 | Win: false
[2025-03-17 17:06:22] Balance: 330.20 | Win: false
[2025-03-17 17:06:22] Balance: 329.20 | Win: false
[2025-03-17 17:06:22] Balance: 328.20 | Win: false
[2025-03-17 17:06:23] Balance: 327.20 | Win: false
[2025-03-17 17:06:23] Balance: 326.20 | Win: false
[2025-03-17 17:06:23] Balance: 325.20 | Win: false
[2025-03-17 17:06:24] Balance: 324.20 | Win: false
[2025-03-17 17:06:24] Balance: 323.20 | Win: false
[2025-03-17 17:06:25] Balance: 322.20 | Win: false
[2025-03-17 17:06:25] Balance: 321.20 | Win: false
[2025-03-17 17:06:25] Balance: 320.20 | Win: false
[2025-03-17 17:06:26] Balance: 319.20 | Win: false
[2025-03-17 17:06:26] Balance: 318.20 | Win: false
[2025-03-17 17:06:26] Balance: 317.20 | Win: false
[2025-03-17 17:06:27] Balance: 316.20 | Win: false
[2025-03-17 17:06:27] Balance: 315.20 | Win: false
[2025-03-17 17:06:28] Balance: 314.20 | Win: false
[2025-03-17 17:06:28] Balance: 313.20 | Win: false
[2025-03-17 17:06:28] Balance: 312.20 | Win: false
[2025-03-17 17:06:29] Balance: 311.20 | Win: false
[2025-03-17 17:06:29] Balance: 310.20 | Win: false
[2025-03-17 17:06:29] Balance: 309.20 | Win: false
[2025-03-17 17:06:30] Balance: 308.20 | Win: false
[2025-03-17 17:06:30] Balance: 307.20 | Win: false
[2025-03-17 17:06:30] Balance: 306.20 | Win: false
[2025-03-17 17:06:31] Balance: 305.20 | Win: false
[2025-03-17 17:06:31] Balance: 304.20 | Win: false
[2025-03-17 17:06:32] Balance: 303.20 | Win: false
[2025-03-17 17:06:32] Balance: 302.20 | Win: false
[2025-03-17 17:06:32] Balance: 301.20 | Win: false
[2025-03-17 17:06:33] Balance: 300.20 | Win: false
[2025-03-17 17:06:33] Balance: 299.20 | Win: false
[2025-03-17 17:06:34] Balance: 298.20 | Win: false
[2025-03-17 17:06:34] Balance: 297.20 | Win: false
[2025-03-17 17:06:35] Balance: 296.20 | Win: false
[2025-03-17 17:06:35] Balance: 295.20 | Win: false
[2025-03-17 17:06:36] Balance: 294.20 | Win: false
[2025-03-17 17:06:36] Balance: 293.20 | Win: false
[2025-03-17 17:06:37] Balance: 292.20 | Win: false
[2025-03-17 17:06:37] Balance: 291.20 | Win: false
[2025-03-17 17:06:37] Balance: 290.20 | Win: false
[2025-03-17 17:06:38] Balance: 388.20 | Win: true
[2025-03-17 17:06:38] Balance: 387.20 | Win: false
[2025-03-17 17:06:39] Balance: 386.20 | Win: false
[2025-03-17 17:06:39] Balance: 385.20 | Win: false
[2025-03-17 17:06:40] Balance: 384.20 | Win: false
[2025-03-17 17:06:40] Balance: 383.20 | Win: false
[2025-03-17 17:06:41] Balance: 382.20 | Win: false
[2025-03-17 17:06:41] Balance: 381.20 | Win: false
[2025-03-17 17:06:41] Balance: 380.20 | Win: false
[2025-03-17 17:06:42] Balance: 379.20 | Win: false
[2025-03-17 17:06:42] Balance: 378.20 | Win: false
[2025-03-17 17:06:43] Balance: 377.20 | Win: false
[2025-03-17 17:06:43] Balance: 376.20 | Win: false
[2025-03-17 17:06:43] Balance: 375.20 | Win: false
[2025-03-17 17:06:44] Balance: 374.20 | Win: false
[2025-03-17 17:06:44] Balance: 373.20 | Win: false
[2025-03-17 17:06:45] Balance: 372.20 | Win: false
[2025-03-17 17:06:45] Balance: 371.20 | Win: false
[2025-03-17 17:06:45] Balance: 370.20 | Win: false
[2025-03-17 17:06:46] Balance: 369.20 | Win: false
[2025-03-17 17:06:46] Balance: 368.20 | Win: false
[2025-03-17 17:06:46] Balance: 367.20 | Win: false
[2025-03-17 17:06:47] Balance: 366.20 | Win: false
[2025-03-17 17:06:47] Balance: 365.20 | Win: false
[2025-03-17 17:06:48] Balance: 364.20 | Win: false
[2025-03-17 17:06:48] Balance: 363.20 | Win: false
[2025-03-17 17:06:48] Balance: 362.20 | Win: false
[2025-03-17 17:06:49] Balance: 361.20 | Win: false
[2025-03-17 17:06:49] Balance: 360.20 | Win: false
[2025-03-17 17:06:50] Balance: 359.20 | Win: false
[2025-03-17 17:06:50] Balance: 358.20 | Win: false
[2025-03-17 17:06:50] Balance: 357.20 | Win: false
[2025-03-17 17:06:51] Balance: 356.20 | Win: false
[2025-03-17 17:06:51] Balance: 355.20 | Win: false
[2025-03-17 17:06:52] Balance: 354.20 | Win: false
[2025-03-17 17:06:52] Balance: 353.20 | Win: false
[2025-03-17 17:06:53] Balance: 352.20 | Win: false
[2025-03-17 17:06:53] Balance: 351.20 | Win: false
[2025-03-17 17:06:53] Balance: 350.20 | Win: false
[2025-03-17 17:06:54] Balance: 349.20 | Win: false
[2025-03-17 17:06:54] Balance: 348.20 | Win: false
[2025-03-17 17:06:55] Balance: 347.20 | Win: false
[2025-03-17 17:06:55] Balance: 346.20 | Win: false
[2025-03-17 17:06:55] Balance: 345.20 | Win: false
[2025-03-17 17:06:56] Balance: 344.20 | Win: false
[2025-03-17 17:06:56] Balance: 343.20 | Win: false
[2025-03-17 17:06:56] Balance: 342.20 | Win: false
[2025-03-17 17:06:57] Balance: 341.20 | Win: false
[2025-03-17 17:06:57] Balance: 340.20 | Win: false
[2025-03-17 17:06:58] Balance: 339.20 | Win: false
[2025-03-17 17:06:58] Balance: 338.20 | Win: false
[2025-03-17 17:06:58] Balance: 337.20 | Win: false
[2025-03-17 17:06:59] Balance: 336.20 | Win: false
[2025-03-17 17:06:59] Balance: 335.20 | Win: false
[2025-03-17 17:06:59] Balance: 334.20 | Win: false
[2025-03-17 17:07:00] Balance: 333.20 | Win: false
[2025-03-17 17:07:00] Balance: 332.20 | Win: false
[2025-03-17 17:07:01] Balance: 331.20 | Win: false
[2025-03-17 17:07:01] Balance: 330.20 | Win: false
[2025-03-17 17:07:01] Balance: 329.20 | Win: false
[2025-03-17 17:07:02] Balance: 328.20 | Win: false
[2025-03-17 17:07:02] Balance: 327.20 | Win: false
[2025-03-17 17:07:02] Balance: 326.20 | Win: false
[2025-03-17 17:07:03] Balance: 325.20 | Win: false
[2025-03-17 17:07:03] Balance: 324.20 | Win: false
[2025-03-17 17:07:03] Balance: 323.20 | Win: false
[2025-03-17 17:07:04] Balance: 322.20 | Win: false
[2025-03-17 17:07:04] Balance: 321.20 | Win: false
[2025-03-17 17:07:05] Balance: 320.20 | Win: false
[2025-03-17 17:07:05] Balance: 319.20 | Win: false
[2025-03-17 17:07:05] Balance: 318.20 | Win: false
[2025-03-17 17:07:37] Balance: 317.20 | Win: false
[2025-03-17 17:07:37] Balance: 316.20 | Win: false
[2025-03-17 17:07:38] Balance: 315.20 | Win: false
[2025-03-17 17:07:38] Balance: 314.20 | Win: false
[2025-03-17 17:07:39] Balance: 313.20 | Win: false
[2025-03-17 17:07:39] Balance: 312.20 | Win: false
[2025-03-17 17:07:39] Balance: 311.20 | Win: false
[2025-03-17 17:07:40] Balance: 310.20 | Win: false
[2025-03-17 17:07:40] Balance: 309.20 | Win: false
[2025-03-17 17:07:41] Balance: 308.20 | Win: false
[2025-03-17 17:07:41] Balance: 307.20 | Win: false
[2025-03-17 17:07:42] Balance: 306.20 | Win: false
[2025-03-17 17:07:42] Balance: 305.20 | Win: false
[2025-03-17 17:07:42] Balance: 304.20 | Win: false
[2025-03-17 17:07:43] Balance: 303.20 | Win: false
[2025-03-17 17:07:43] Balance: 302.20 | Win: false
[2025-03-17 17:07:44] Balance: 301.20 | Win: false
[2025-03-17 17:07:44] Balance: 300.20 | Win: false
[2025-03-17 17:07:44] Balance: 299.20 | Win: false
[2025-03-17 17:07:45] Balance: 298.20 | Win: false
[2025-03-17 17:07:45] Balance: 297.20 | Win: false
[2025-03-17 17:07:46] Balance: 296.20 | Win: false
[2025-03-17 17:07:46] Balance: 295.20 | Win: false
[2025-03-17 17:07:47] Balance: 294.20 | Win: false
[2025-03-17 17:07:47] Balance: 293.20 | Win: false
[2025-03-17 17:07:47] Balance: 292.20 | Win: false
[2025-03-17 17:07:48] Balance: 291.20 | Win: false
[2025-03-17 17:07:48] Balance: 290.20 | Win: false
[2025-03-17 17:07:49] Balance: 289.20 | Win: false
[2025-03-17 17:07:49] Balance: 288.20 | Win: false
[2025-03-17 17:07:49] Balance: 287.20 | Win: false
[2025-03-17 17:07:50] Balance: 286.20 | Win: false
[2025-03-17 17:07:50] Balance: 285.20 | Win: false
[2025-03-17 17:07:51] Balance: 284.20 | Win: false
[2025-03-17 17:07:51] Balance: 283.20 | Win: false
[2025-03-17 17:07:51] Balance: 282.20 | Win: false
[2025-03-17 17:07:52] Balance: 281.20 | Win: false
[2025-03-17 17:07:52] Balance: 280.20 | Win: false
[2025-03-17 17:07:53] Balance: 279.20 | Win: false
[2025-03-17 17:07:53] Balance: 278.20 | Win: false
[2025-03-17 17:07:53] Balance: 277.20 | Win: false
[2025-03-17 17:07:54] Balance: 276.20 | Win: false
[2025-03-17 17:07:54] Balance: 374.20 | Win: true
[2025-03-17 17:07:55] Balance: 373.20 | Win: false
[2025-03-17 17:07:55] Balance: 372.20 | Win: false
[2025-03-17 17:07:55] Balance: 371.20 | Win: false
[2025-03-17 17:07:56] Balance: 370.20 | Win: false
[2025-03-17 17:07:56] Balance: 369.20 | Win: false
[2025-03-17 17:07:57] Balance: 368.20 | Win: false
[2025-03-17 17:07:57] Balance: 367.20 | Win: false
[2025-03-17 17:07:57] Balance: 366.20 | Win: false
[2025-03-17 17:07:58] Balance: 365.20 | Win: false
[2025-03-17 17:07:58] Balance: 364.20 | Win: false
[2025-03-17 17:07:58] Balance: 363.20 | Win: false
[2025-03-17 17:07:59] Balance: 362.20 | Win: false
[2025-03-17 17:07:59] Balance: 361.20 | Win: false
[2025-03-17 17:08:00] Balance: 360.20 | Win: false
[2025-03-17 17:08:00] Balance: 359.20 | Win: false
[2025-03-17 17:08:01] Balance: 358.20 | Win: false
[2025-03-17 17:08:01] Balance: 357.20 | Win: false
[2025-03-17 17:08:02] Balance: 356.20 | Win: false
[2025-03-17 17:08:02] Balance: 355.20 | Win: false
[2025-03-17 17:08:03] Balance: 354.20 | Win: false
[2025-03-17 17:08:03] Balance: 353.20 | Win: false
[2025-03-17 17:08:04] Balance: 352.20 | Win: false
[2025-03-17 17:08:04] Balance: 351.20 | Win: false
[2025-03-17 17:08:05] Balance: 350.20 | Win: false
[2025-03-17 17:08:06] Balance: 349.20 | Win: false
[2025-03-17 17:08:06] Balance: 348.20 | Win: false
[2025-03-17 17:08:07] Balance: 347.20 | Win: false
[2025-03-17 17:08:07] Balance: 346.20 | Win: false
[2025-03-17 17:08:08] Balance: 345.20 | Win: false
[2025-03-17 17:08:08] Balance: 344.20 | Win: false
[2025-03-17 17:08:08] Balance: 343.20 | Win: false
[2025-03-17 17:08:09] Balance: 342.20 | Win: false
[2025-03-17 17:08:09] Balance: 341.20 | Win: false
[2025-03-17 17:08:10] Balance: 340.20 | Win: false
[2025-03-17 17:08:10] Balance: 339.20 | Win: false
[2025-03-17 17:08:11] Balance: 338.20 | Win: false
[2025-03-17 17:08:12] Balance: 337.20 | Win: false
[2025-03-17 17:08:12] Balance: 336.20 | Win: false
[2025-03-17 17:08:13] Balance: 335.20 | Win: false
[2025-03-17 17:08:13] Balance: 334.20 | Win: false
[2025-03-17 17:08:14] Balance: 333.20 | Win: false
[2025-03-17 17:08:14] Balance: 332.20 | Win: false
[2025-03-17 17:08:14] Balance: 331.20 | Win: false
[2025-03-17 17:08:15] Balance: 330.20 | Win: false
[2025-03-17 17:08:15] Balance: 329.20 | Win: false
[2025-03-17 17:08:16] Balance: 328.20 | Win: false
[2025-03-17 17:08:16] Balance: 327.20 | Win: false
[2025-03-17 17:08:17] Balance: 326.20 | Win: false
[2025-03-17 17:08:17] Balance: 325.20 | Win: false
[2025-03-17 17:08:17] Balance: 324.20 | Win: false
[2025-03-17 17:08:18] Balance: 323.20 | Win: false
[2025-03-17 17:08:18] Balance: 322.20 | Win: false
[2025-03-17 17:08:19] Balance: 321.20 | Win: false
[2025-03-17 17:08:19] Balance: 320.20 | Win: false
[2025-03-17 17:08:20] Balance: 319.20 | Win: false
[2025-03-17 17:08:20] Balance: 318.20 | Win: false
[2025-03-17 17:08:21] Balance: 317.20 | Win: false
[2025-03-17 17:08:21] Balance: 316.20 | Win: false
[2025-03-17 17:08:22] Balance: 315.20 | Win: false
[2025-03-17 17:08:22] Balance: 314.20 | Win: false
[2025-03-17 17:08:22] Balance: 313.20 | Win: false
[2025-03-17 17:08:23] Balance: 312.20 | Win: false
[2025-03-17 17:08:23] Balance: 311.20 | Win: false
[2025-03-17 17:08:24] Balance: 310.20 | Win: false
[2025-03-17 17:08:24] Balance: 309.20 | Win: false
[2025-03-17 17:08:25] Balance: 308.20 | Win: false
[2025-03-17 17:08:25] Balance: 307.20 | Win: false
[2025-03-17 17:08:26] Balance: 306.20 | Win: false
[2025-03-17 17:08:26] Balance: 305.20 | Win: false
[2025-03-17 17:08:26] Balance: 304.20 | Win: false
[2025-03-17 17:08:27] Balance: 303.20 | Win: false
[2025-03-17 17:08:27] Balance: 302.20 | Win: false
[2025-03-17 17:08:27] Balance: 301.20 | Win: false
[2025-03-17 17:08:28] Balance: 300.20 | Win: false
[2025-03-17 17:08:28] Balance: 299.20 | Win: false
[2025-03-17 17:08:29] Balance: 298.20 | Win: false
[2025-03-17 17:08:29] Balance: 297.20 | Win: false
[2025-03-17 17:08:29] Balance: 296.20 | Win: false
[2025-03-17 17:08:30] Balance: 295.20 | Win: false
[2025-03-17 17:08:30] Balance: 294.20 | Win: false
[2025-03-17 17:08:31] Balance: 293.20 | Win: false
[2025-03-17 17:08:31] Balance: 292.20 | Win: false
[2025-03-17 17:08:32] Balance: 291.20 | Win: false
[2025-03-17 17:08:32] Balance: 290.20 | Win: false
[2025-03-17 17:08:32] Balance: 289.20 | Win: false
[2025-03-17 17:08:33] Balance: 288.20 | Win: false
[2025-03-17 17:08:33] Balance: 287.20 | Win: false
[2025-03-17 17:08:33] Balance: 286.20 | Win: false
[2025-03-17 17:08:34] Balance: 285.20 | Win: false
[2025-03-17 17:08:34] Balance: 284.20 | Win: false
[2025-03-17 17:08:35] Balance: 283.20 | Win: false
[2025-03-17 17:08:35] Balance: 282.20 | Win: false
[2025-03-17 17:08:35] Balance: 281.20 | Win: false
[2025-03-17 17:08:36] Balance: 280.20 | Win: false
[2025-03-17 17:08:36] Balance: 279.20 | Win: false
[2025-03-17 17:08:37] Balance: 278.20 | Win: false
[2025-03-17 17:08:37] Balance: 277.20 | Win: false
[2025-03-17 17:08:37] Balance: 276.20 | Win: false
[2025-03-17 17:08:38] Balance: 275.20 | Win: false
[2025-03-17 17:08:38] Balance: 274.20 | Win: false
[2025-03-17 17:08:39] Balance: 273.20 | Win: false
[2025-03-17 17:08:39] Balance: 272.20 | Win: false
[2025-03-17 17:08:40] Balance: 271.20 | Win: false
[2025-03-17 17:08:40] Balance: 270.20 | Win: false
[2025-03-17 17:08:41] Balance: 269.20 | Win: false
[2025-03-17 17:08:41] Balance: 268.20 | Win: false
[2025-03-17 17:08:41] Balance: 267.20 | Win: false
[2025-03-17 17:08:42] Balance: 266.20 | Win: false
[2025-03-17 17:08:42] Balance: 265.20 | Win: false
[2025-03-17 17:08:43] Balance: 264.20 | Win: false
[2025-03-17 17:08:43] Balance: 263.20 | Win: false
[2025-03-17 17:08:44] Balance: 262.20 | Win: false
[2025-03-17 17:08:44] Balance: 261.20 | Win: false
[2025-03-17 17:08:45] Balance: 260.20 | Win: false
[2025-03-17 17:08:45] Balance: 259.20 | Win: false
[2025-03-17 17:08:46] Balance: 258.20 | Win: false
[2025-03-17 17:08:46] Balance: 257.20 | Win: false
[2025-03-17 17:08:46] Balance: 256.20 | Win: false
[2025-03-17 17:08:47] Balance: 255.20 | Win: false
[2025-03-17 17:08:47] Balance: 254.20 | Win: false
[2025-03-17 17:08:48] Balance: 253.20 | Win: false
[2025-03-17 17:08:48] Balance: 252.20 | Win: false
[2025-03-17 17:08:48] Balance: 251.20 | Win: false
[2025-03-17 17:08:49] Balance: 250.20 | Win: false
[2025-03-17 17:08:49] Balance: 249.20 | Win: false
[2025-03-17 17:08:50] Balance: 248.20 | Win: false
[2025-03-17 17:08:50] Balance: 247.20 | Win: false
[2025-03-17 17:08:50] Balance: 246.20 | Win: false
[2025-03-17 17:08:51] Balance: 245.20 | Win: false
[2025-03-17 17:08:51] Balance: 244.20 | Win: false
[2025-03-17 17:08:52] Balance: 243.20 | Win: false
[2025-03-17 17:08:52] Balance: 242.20 | Win: false
[2025-03-17 17:08:52] Balance: 241.20 | Win: false
[2025-03-17 17:08:53] Balance: 240.20 | Win: false
[2025-03-17 17:08:53] Balance: 239.20 | Win: false
[2025-03-17 17:08:54] Balance: 238.20 | Win: false
[2025-03-17 17:08:54] Balance: 237.20 | Win: false
[2025-03-17 17:08:54] Balance: 236.20 | Win: false
[2025-03-17 17:08:55] Balance: 235.20 | Win: false
[2025-03-17 17:08:55] Balance: 234.20 | Win: false
[2025-03-17 17:08:56] Balance: 233.20 | Win: false
[2025-03-17 17:08:56] Balance: 232.20 | Win: false
[2025-03-17 17:08:56] Balance: 231.20 | Win: false
[2025-03-17 17:08:57] Balance: 230.20 | Win: false
[2025-03-17 17:08:57] Balance: 229.20 | Win: false
[2025-03-17 17:08:58] Balance: 228.20 | Win: false
[2025-03-17 17:08:58] Balance: 227.20 | Win: false
[2025-03-17 17:08:58] Balance: 226.20 | Win: false
[2025-03-17 17:08:59] Balance: 225.20 | Win: false
[2025-03-17 17:08:59] Balance: 224.20 | Win: false
[2025-03-17 17:08:59] Balance: 223.20 | Win: false
[2025-03-17 17:09:00] Balance: 222.20 | Win: false
[2025-03-17 17:09:00] Balance: 221.20 | Win: false
[2025-03-17 17:09:01] Balance: 220.20 | Win: false
[2025-03-17 17:09:01] Balance: 219.20 | Win: false
[2025-03-17 17:09:02] Balance: 218.20 | Win: false
[2025-03-17 17:09:02] Balance: 217.20 | Win: false
[2025-03-17 17:09:03] Balance: 216.20 | Win: false
[2025-03-17 17:09:03] Balance: 215.20 | Win: false
[2025-03-17 17:09:03] Balance: 214.20 | Win: false
[2025-03-17 17:09:04] Balance: 213.20 | Win: false
[2025-03-17 17:09:04] Balance: 212.20 | Win: false
[2025-03-17 17:09:05] Balance: 211.20 | Win: false
[2025-03-17 17:09:05] Balance: 210.20 | Win: false
[2025-03-17 17:09:05] Balance: 209.20 | Win: false
[2025-03-17 17:09:06] Balance: 208.20 | Win: false
[2025-03-17 17:09:06] Balance: 207.20 | Win: false
[2025-03-17 17:09:06] Balance: 206.20 | Win: false
[2025-03-17 17:09:07] Balance: 205.20 | Win: false
[2025-03-17 17:09:07] Balance: 204.20 | Win: false
[2025-03-17 17:09:08] Balance: 203.20 | Win: false
[2025-03-17 17:09:08] Balance: 202.20 | Win: false
[2025-03-17 17:09:08] Balance: 201.20 | Win: false
[2025-03-17 17:09:09] Balance: 200.20 | Win: false
[2025-03-17 17:09:09] Balance: 199.20 | Win: false
[2025-03-17 17:09:10] Balance: 198.20 | Win: false
[2025-03-17 17:09:10] Balance: 197.20 | Win: false
[2025-03-17 17:09:10] Balance: 196.20 | Win: false
[2025-03-17 17:09:11] Balance: 195.20 | Win: false
[2025-03-17 17:09:11] Balance: 194.20 | Win: false
[2025-03-17 17:09:11] Balance: 193.20 | Win: false
[2025-03-17 17:09:12] Balance: 192.20 | Win: false
[2025-03-17 17:09:12] Balance: 191.20 | Win: false
[2025-03-17 17:09:13] Balance: 190.20 | Win: false
[2025-03-17 17:09:13] Balance: 189.20 | Win: false
[2025-03-17 17:09:13] Balance: 188.20 | Win: false
[2025-03-17 17:09:14] Balance: 187.20 | Win: false
[2025-03-17 17:09:14] Balance: 186.20 | Win: false
[2025-03-17 17:09:15] Balance: 185.20 | Win: false
[2025-03-17 17:09:45] Balance: 184.20 | Win: false
[2025-03-17 17:09:46] Balance: 183.20 | Win: false
[2025-03-17 17:09:46] Balance: 182.20 | Win: false
[2025-03-17 17:09:47] Balance: 181.20 | Win: false
[2025-03-17 17:09:47] Balance: 180.20 | Win: false
[2025-03-17 17:09:48] Balance: 179.20 | Win: false
[2025-03-17 17:09:48] Balance: 178.20 | Win: false
[2025-03-17 17:09:49] Balance: 177.20 | Win: false
[2025-03-17 17:09:49] Balance: 176.20 | Win: false
[2025-03-17 17:09:49] Balance: 175.20 | Win: false
[2025-03-17 17:09:50] Balance: 174.20 | Win: false
[2025-03-17 17:09:50] Balance: 173.20 | Win: false
[2025-03-17 17:09:51] Balance: 172.20 | Win: false
[2025-03-17 17:09:51] Balance: 171.20 | Win: false
[2025-03-17 17:09:51] Balance: 170.20 | Win: false
[2025-03-17 17:09:52] Balance: 169.20 | Win: false
[2025-03-17 17:09:52] Balance: 168.20 | Win: false
[2025-03-17 17:09:52] Balance: 167.20 | Win: false
[2025-03-17 17:09:53] Balance: 166.20 | Win: false
[2025-03-17 17:09:53] Balance: 165.20 | Win: false
[2025-03-17 17:09:54] Balance: 164.20 | Win: false
[2025-03-17 17:09:54] Balance: 163.20 | Win: false
[2025-03-17 17:09:55] Balance: 162.20 | Win: false
[2025-03-17 17:09:55] Balance: 161.20 | Win: false
[2025-03-17 17:09:56] Balance: 160.20 | Win: false
[2025-03-17 17:09:56] Balance: 159.20 | Win: false
[2025-03-17 17:09:57] Balance: 158.20 | Win: false
[2025-03-17 17:09:57] Balance: 157.20 | Win: false
[2025-03-17 17:09:57] Balance: 156.20 | Win: false
[2025-03-17 17:09:58] Balance: 155.20 | Win: false
[2025-03-17 17:09:58] Balance: 154.20 | Win: false
[2025-03-17 17:09:59] Balance: 153.20 | Win: false
[2025-03-17 17:09:59] Balance: 152.20 | Win: false
[2025-03-17 17:10:00] Balance: 151.20 | Win: false
[2025-03-17 17:10:00] Balance: 150.20 | Win: false
[2025-03-17 17:10:00] Balance: 149.20 | Win: false
[2025-03-17 17:10:01] Balance: 148.20 | Win: false
